Goroka,AYGA
Weihai Airport,ZSWH
Wuxi Airport,ZSWX
Nanping Wuyishan Airport Airport,ZSWY
Wenzhou Yongqiang Airport,ZSWZ
Yancheng Airport,ZSYN
Yiwu Airport,ZSYW
Zhoushan Airport,ZSZS
Qamdo Bangda Airport,ZUBD
Dachuan Airport,ZUDX
Guangyuan Airport,ZUGU
Luzhou Airport,ZULZ
Mianyang Airport,ZUMY
Nanchong Airport,ZUNC
Nyingchi Airport,ZUNZ
Wanxian Airport,ZUWX
Aksu Airport,ZWAK
Qiemo Airport,ZWCM
Kuqa Airport,ZWKC
Korla Airport,ZWKL
Karamay Airport,ZWKM
Yining Airport,ZWYN
Heihe Airport,ZYHE
Jiamusi Airport,ZYJM
Jinzhou Airport,ZYJZ
Qiqihar Sanjiazi Airport,ZYQQ
Yanji Airport,ZYYJ
Valletta Sea Plane Terminal,\N
Gozo Sea Plane Terminal,\N
Mount Keith,YMNE
Gran Roque Airport,SVRS
Inishmore Airport,EIIM
Connemara Regional Airport,EICA
Guettin MecklenburgVorpommern Germany,EDCG
Berezovo,USHB
Szczecin-Dabie,EPSD
Worcester Regional Airport,KORH
Anqing Airport,ZSAQ
Jing Gang Shan Airport,\N
Shanhaiguan Airport,ZBSH
Zhangxiao,ZBYC
Lanzhou Airport,ZLAN
Jiayuguan Airport,ZLJQ
Dandong,ZYDD
Dongsheng,ZBDS
Panzhihua,ZUZH
Grytviken,\N
South Shetland,\N
South Shetland,\N
New Rochelle Amtrak Station,\N
New York Penn Station,\N
New Haven Rail Station,\N
Chicago Union Station,\N
Dibrugarh Airport,\N
Doha Free Zone Airport,\N
Bremerton National,KPWT
Spencer Muni,KSPW
Jefferson City Memorial Airport,KJEF
Grand Canyon West Airport,\N
Boulder City Municipal Airport,KBVU
Tannheim,EDMT
Glenview Amtrak Station,\N
Baltimore Penn Station,\N
Summit Camp,\N
Unst Airport,EGPW
Pagerungan,WA19
Provincetown Muni,KPVC
Kenmore Air Harbor Seaplane Base,KW55
Seria - Anduki,WBAK
Magas,%u04
Saint Barthelemy,TFFJ
Morro de Sao Paulo,\N
Morro de Sao Paulo,\N
Belize City Municipal Airport,\N
Kostroma - Sokerkino,UUBA
Babusheri,UGSS
Tambow,UUOT
Oban Airport,EGEO
Vilamendhoo,\N
Vilamendhoo,\N
Vilamendhoo,\N
Vilamendhoo,\N
Aaa,\N
Vilamendhoo,\N
Vilamendhoo,\N
Sharya,\N
Mt. Fuji Shizuoka Airport,RJNS
Erechim Airport,SSER
La Cote,LSGP
Courchevel Airport,LFLJ
Fullerton Municipal Airport,KFUL
Concord Rgnl,KJQF
Sandown,EGHN
Fort William Heliport,\N
Navoi Airport,UTSA
La Defense Heliport,\N
Andernos-Les-Bains,LFCD
Ronda Airport,\N
Bienenfarm Airport,EDOI
Neryungri,NULL
Champion-7,\N
Ain Arnat Airport,DAAS
La Rochelle-Ile de Re,LFBH
Friedman Mem,KSUN
Yverdon-Les-Bains,LSGY
Portsmouth Airport,\N
Aleksandrowice,EPBA
Mason City Municipal,KMCW
Salar de Uyuni,\N
Isla Pescado,\N
Toro Toro,\N
QTHRL,\N
QTHRS,\N
Helirafting Start,\N
Helirafting Landung,\N
Jomo Kenyatta,\N
DWEST,\N
Niederoeblarn,LOGO
Bad Voeslau,LOAV
Arekuna Camp,\N
Uetersen,EDHE
HLP1 HS-16,\N
HLP2 HS-16,\N
HLP HQ GT,\N
Jining Airport ,\N
Heilongjiang Mohe Airport,\N
Daqing Saertu Airport,\N
Byron Airport,\N
Tunoshna,UUDL
Belaya,UIIB
Borisoglebskoe,\N
Dzemgi,UHKD
Khabarovsk-MVL,UHHT
Irkutsk-2,UIIR
Zhukovski,UUBW
Gelendzhik,URKG
Taganrog-Juzhnyi,URRT
Neuchatel Airport,LSGN
Locarno Airport,LSZL
Speck-Fehraltorf Airport,LSZK
Lausanne-la Blecherette Airport,LSGL
Triengen Airport,LSPN
Rimatara,NTAM
Ust-Ilimsk,\N
Ust-Kut,UITT
Kavalerovo,\N
Kirensk,UIKK
Fortman Airport,\N
Bellona,\N
Bellona,\N
Ringi Cove Airport,AGRC
Antonio Juarbe Pol Airport,TJAB
Pangborn Field,KEAT
Bendigo Airport,YBDG
Aeroporto Prefeito Octavio de Almeida Neves,\N
RAAF Pearce,YPEA
Wangerooge Airport,EDWG
Harle Airport,EDXP
Wittman Regional Airport,KOSH
Brest,UMBB
Ternopol,UKLT
Chernigov,UKRR
Lutsk,UKLC
Southwest Michigan Regional Airport,\N
Waukesha County Airport,\N
Ronda,\N
Thurles,\N
Limerick,\N
Nowra Airport,YSNW
RAAF Williams Laverton Base,YLVT
Tindal Airport,YPTN
Amberley,YAMB
Geiranger,GEIR
Zell am See,LOWZ
Galt Field Airport,\N
Everglades Airpark,\N
Choibalsan Airport,ZMCD
Taree Airport,YTRE
Orange Airport,YORG
Grafton Airport,YGFN
Marinduque Airport,RPUW
Hamadan Airport,OIHH
St Augustin Airport,CYIF
Vieques Airport,TJCG
Kalay Airport,VYKL
Terre-de-Haut Airport,TFFS
Yenisehir Airport,LTBR
Tekirda?ƒ ?çorlu Airport,LTBU
Sinop Airport,LTCM
Mus Airport,LTCK
Canakkale Airport,LTBH
Anadolu Airport,LTBY
Katima Mulilo Airport,FYKM
Walvis Bay Airport,FYWB
Capitan Corbeta C A Curbelo International Airport,SULS
Sialkot Airport,OPST
Bonaventure Airport,CYVB
Brus Laguna Airport,MHBL
Samburu South Airport,HKSB
Chaoyang Airport,ZYCY
Walaha Airport,NVSW
Tanjung Manis Airport,WBTM
Long Akah Airport,WBGL
Geneina Airport,HSGN
Togiak Airport,PATG
Port Heiden Airport,PAPH
King Cove Airport,PAVC
New Stuyahok Airport,PANW
Igiugig Airport,PAIG
Shimla Airport,VISM
Nanded Airport,VAND
Kangra Airport,VIGG
Shahre Kord Airport,OIFS
Sege Airport,AGGS
Burgos Airport,LEBG
Leon Airport,LELN
Deering Airport,PADE
Sugraly Airport,UTSN
Mardin Airport,LTCR
Tacheng Airport,ZWTC
Tocache Airport,SPCH
Nueva Loja Airport,SELA
Parsabade Moghan Airport,OITP
Ilam Airport,OICI
Gorgan Airport,OING
Sahand Airport,OITM
Romblon Airport,RPVU
Changzhoudao Airport,ZGWZ
Hami Airport,ZWHM
Sand Point Airport,PASD
Gorakhpur Airport,VEGK
Araracuara Airport,SKAC
Hagerstown Regional Richard A Henson Field,KHGR
Bella Coola Airport,CYBD
Pajala Airport,ESUP
Port Clarence Coast Guard Station,PAPC
Governador Valadares Airport,SBGV
Kirovsk-Apatity Airport,ULMK
Cauayan Airport,RPUY
Tambor Airport,MRTR
Arenal Airport,MRAN
Imo Airport,DNIM
Arctic Village Airport,PARC
Tasiujaq Airport,CYTQ
Puvirnituq Airport,CYPX
Ormoc Airport,RPVO
Noatak Airport,PAWN
Savoonga Airport,PASA
Shishmaref Airport,PASH
Ruby Airport,PARY
Point Hope Airport,PPHO
Mekoryuk Airport,PAMY
Kivalina Airport,PAVL
St Marys Airport,PASM
Kaltag Airport,PAKV
Hooper Bay Airport,PAHP
Gambell Airport,PAGM
Atqasuk Edward Burnell Sr Memorial Airport,PATQ
Anvik Airport,PANV
Anaktuvuk Pass Airport,PAKP
Altay Airport,ZWAT
Tuzla,LQTZ
Fort Worth NAS,KNFW
Naypyidaw,VYEL
Kyauktu,VYXG
Jan Mayensfield,ENJA
Bokepyin,VYBP
Huanghua Intl,\N
Manzhouli,\N
Wuhai,ZBUH
Gary Chicago International Airport,KGYY
Brainerd Lakes Rgnl,KBRD
Greenbrier Valley Airport,KLWB
Pitt-Greenville Airport,KPGV
Chefornak Airport,PACK
Oxnard - Ventura County,KOXR
Branson LLC,KBBG
Tongren,ZUTR
Jinggangshan,ZSJA
Penn Station,\N
Penn Station,\N
Niau,NTKN
Stratton ANGB - Schenectady County Airpor,KSCH
Begishevo,UWKE
Bogovarovo,\N
Summit Camp,GSUM
Warri Airport,DNSU
Volkel,EHVK
Sayak Airport,RPNS
Langeoog Airport,EDWL
Fane Airport,\N
Itokama Airport,\N
Ononge Airport,\N
Tapini Airport,\N
Wanigela Airport,\N
Woitape Airport,\N
Awaba Airport,\N
Telefomin Airport,\N
Kappelen,LSZP
Nelspruit Airport,FANS
Cherkassy,UKKE
Gotska Sandon Heliport,\N
Lauterhorn,\N
St. Augustine Airport,KSGJ
Mykolaiv International Airport,UKON
Ramechhap,VNRC
Charles M Schulz Sonoma Co,KSTS
Kissimmee Gateway Airport,KISM
Lake City Municipal Airport,KLCQ
DeLand Municipal Airport,KDED
Haller Airpark Airport,7FL4
Santa Lucia PNP Airstrip,SLPA
Logan-Cache,KLGU
Brigham City,KBMC
Malad City,KMLD
Aspen Pitkin County Sardy Field,KASE
Hilton Head,KHHH
Barataevka,UWLL
Horog,UTOD
Sabi Sabi Airport,\N
Philadelphia 30th St Station,\N
KBWD,\N
Mexia - Limestone County Airport,\N
Kerrville Municipal Airport,\N
Birrfeld,LSZF
Sussex Co,KGED
Seal Cove Seaplane Base,CZSW
Great Bend Municipal,KGBD
Hays Regional Airport,KHYS
Spirit Of St Louis,KSUS
Ely Municipal,KELO
Grand Rapids Itasca County,KGPZ
Thief River Falls,KTVF
Eagle River,KEGV
Lakeland,KARV
Ankeny Regl Airport,KIKV
Berens River,CYBV
Corpus Christi NAS,KNGP
Seaplane Base,CYPI
Avalon,KAVX
Mojave,KMHV
Air Base,LSMI
Kenmore Air Harbor Inc Seaplane Base,\N
Municipal,\N
Inisheer,EIIR
Winterlandeplatz,\N
Paketzentrum,\N
Strezhevoy,UNSS
Cashel,\N
Hutchinson Municipal Airport,KHUT
Bagram AFB,OAIX
Al Kharj AFB,OEPS
Eagle County Airport,\N
Oak Lawn Train Station,\N
Wrigleyville,\N
Gelendzik,\N
Rosecrans Mem,KSTJ
Hartford Union Station,\N
Stamford Amtrak Station,\N
Newark Penn Station,\N
Papa Airport,LHPA
Cuxhaven Airport,KNDZ
Volk Fld,KVOK
BFT County Airport,KBFT
Adana-Incirlik Airbase,KUAB
Gunnison - Crested Butte,KGUC
Xi\\'An Xiguan,ZLSN
Zamperini Field Airport,KTOA
Manistee County-Blacker Airport,KMBL
Hickam Air Force Base,PHIK
Charlotte County-Punta Gorda Airport,KPGD
Grand Canyon Heliport,\N
Northern Aroostook Regional Airport,KFVE
Chautauqua County-Jamestown,KJHW
Riviere Rouge - Mont-Tremblant International Inc. Airport,CYFJ
Lake Cumberland Regional Airport,KSME
Shenandoah Valley Regional Airport,KSHD
Devils Lake Regional Airport,KDVL
Dickinson Theodore Roosevelt Regional Airport,KDIK
Sidney-Richland Municipal Airport,KSDY
Chadron Municipal Airport,KCDR
Alliance Municipal Airport,KAIA
McCook Regional Airport,KMCK
Florida Keys Marathon Airport,KMTH
Dawson Community Airport,KGDV
LM Clayton Airport,KOLF
Yellowstone Airport,KWYS
San Luis Valley Regional Airport,KALS
Canyonlands Field,KCNY
Ely Airport,KELY
Vernal Regional Airport,KVEL
Sierra Blanca Regional Airport,KSRR
Show Low Regional Airport,KSOW
McCall Municipal Airport,KMYL
Lemhi County Airport,KSMN
Mammoth Yosemite Airport,KMMH
Friday Harbor Airport,KFHR
Orcas Island Airport,KORS
Anacortes Airport,\N
Astoria Regional Airport,KAST
Newport Municipal Airport,KNOP
Emmonak Airport,PAEM
Unalakleet Airport,PAUN
Ugnu-Kuparuk Airport,PAKU
Shageluk Airport,PAHX
Chuathbaluk Airport,PACH
Nuiqsut Airport,PAQT
Eek Airport,PAEE
Kasigluk Airport,PFKA
Kwethluk Airport,PFKW
Kwigillingok Airport,PAGG
Marshall Don Hunter Sr. Airport,PADM
Russian Mission Airport,PARS
Tuntutuliak Airport,\N
Ekwok Airport,\N
Koliganek Airport,PAJZ
Levelock Airport,\N
Manokotak Airport,PAMB
Twin Hills Airport,\N
Chalkyitsik Airport,PACI
Eagle Airport,PAEG
Hughes Airport,PAHU
Huslia Airport,PAHL
Livingood Airport,\N
Minto Airport,\N
Nulato Airport,PANU
Rampart Airport,\N
Tanana Airport,\N
Venetie Airport,PAVE
Beaver Airport,PAWB
Central Airport,PACE
Shungnak Airport,PAGH
Birch Creek Airport,\N
Coldfoot Airport,\N
Inyokern Airport,KIYK
Visalia Municipal Airport,KVIS
Merced Municipal Airport,KMCE
Laguna de Los Patos International Airport,SUCA
Camelo,SULO
Amarais Airport,SDAM
Phoenix Goodyear,KGYR
Park City,\N
Tawoomba,YTWB
Ballera,YLLE
Gatton,YGAT
Arkalyk Airport,UAUR
Hamburger Hafen,ZZ06
Flugplatz Fehmarn-Neujellingsdorf,ZZ05
Nabern Teck,EDTN
Angoon Seaplane Base,PAGN
Elfin Cove Seaplane Base,PAEL
Tenakee Seaplane Base,\N
Pelican Seaplane Base,\N
Chatham Seaplane Base,\N
Funter Bay Seaplane Base,PANR
Excursion Inlet Seaplane Base,\N
Hoonah Airport,PAOH
Kake Airport,PAFE
Craig Seaplane Base,\N
Hollis Seaplane Base,\N
Metlakatla Seaplane Base,PAMM
Thorne Bay Seaplane Base,\N
Hydaburg Seaplane Base,PAHY
Hyder Seaplane Base,\N
Point Baker Seaplane Base,\N
Port Protection Seaplane Base,\N
North Whale Seaplane Base,\N
Chignik Lake Airport,\N
Egegik Airport,PAII
Chignik Lagoon Airport,\N
Chignik Bay Seaplane Base,\N
Perryville Airport,PAPE
Pilot Point Airport,PAPN
South Naknek Airport,PFWS
Akhiok Airport,PAKH
Karuluk Airport,PAKY
Larsen Bay Airport,PALB
Old Harbor Airport,\N
Ouzinkie Airport,\N
Port Lions Airport,\N
Alitak Seaplane Base,\N
Amook Bay Seaplane Base,\N
Kitoi Bay Seaplane Base,\N
Moser Bay Seaplane Base,\N
Olga Bay Seaplane Base,\N
Port Bailey Seaplane Base,\N
Port Williams Seaplane Base,\N
Seal Bay Seaplane Base,\N
San Juan - Uganik Seaplane Base,\N
West Point Village Seaplane Base,\N
Zachar Bay Seaplane Base,\N
Ambler Airport,PAFM
Buckland Airport,PABL
Bob Baker Memorial Airport,PAIK
Kobuk Airport,PAOB
Robert Curtis Memorial Airport,PFNO
Selawik Airport,PASK
Brevig Mission Airport,PFKT
Elim Airport,PFEL
Golovin Airport,PAGL
Teller Airport,PATE
Wales Airport,PAIW
White Mountain Airport,PAWM
Council Airport,\N
Koyuk Alfred Adams Airport,PAKK
St. Michael Airport,PAMK
Shaktoolik Airport,PFSH
Stebbins Airport,\N
Tin City LRRS Airport,PATC
Atka Airport,PAAK
Nikolski Air Station,PAKO
Icy Bay Airport,\N
Yakataga Airport,PACY
Alakanuk Airport,PAUK
Sheldon Point Airport,\N
Kipnuk Airport,PAKI
False Pass Airport,PAKF
Nelson Lagoon,PAOU
Port Moller Airport,PAAL
Klawock Airport,PAKW
Quinhagak Airport,PAQH
Kotlik Airport,PFKO
Koyukuk Airport,PFKU
Scammon Bay Airport,PACM
Nondalton Airport,PANO
Pedro Bay Airport,\N
Nunapitchuk Airport,\N
Kongiganak Airport,PADY
Nikolai Airport,PAFS
Takotna Airport,\N
Pilot Station Airport,\N
Akiak Airport,PFAK
Tuluksak Airport,\N
Grayling Airport,\N
Wainwright Airport,PAWI
ZAPALA,SAHZ
Rincon de los Sauces,\N
Colonia Sarmiento,\N
Grytvyken,\N
Rio Turbio,\N
Puerto Natales,SCNT
Caleta Olivia,\N
Fitz Roy,\N
Sierra Grande,SAVS
Ingeniero Jacobacci,SAVJ
Lago Posadas,\N
El Chalten,\N
Chenega Bay Airport,PFCB
Chisana Airport,\N
Tok Junction Airport,PFTO
Circle City Airport,PACR
Coffman Cove Seaplane Base,\N
Crooked Creek Airport,\N
Red Devil Airport,\N
Sleetmute Airport,PASL
Stony River 2 Airport,\N
Healy River Airport,PAHV
Kake Seaplane Base,\N
Klawock Seaplane Base,PAQC
Minchumina Airport,PAMH
Manley Hot Springs Airport,PAML
St. George Airport,\N
Tatitlek Airport,\N
Ketchikan harbor Seaplane Base,\N
Fox Harbour Airport,\N
Natuashish Airport,CNH2
Postville Airport,CCD4
Kangiqsujuaq - Wakeham Bay Airport,CYKG
Alma Airport,CYTF
Havre Saint-Pierre Airport,CYGV
Rimouski Airport,CYXK
Vakarufahli Island,\N
Vakarufalhi Island,\N
Tadoule Lake Airport,CYBQ
Lac Brochet Airport,CZWH
South Indian Lake Airport,CZSN
Brochet Airport,CYBT
Little Grand Rapids Airport,CZGR
Cross Lake - Charlie Sinclair Memorial Airport,CYCR
Red Sucker Lake Airport,CYRS
Rainbow Lake Airport,CYOP
Bonnyville Airport,CYBF
Nanaimo Harbour Water Airport,CAC8
Ganges Water Aerodrome,CAX6
Bedwell Harbour Water Aerdrome,\N
Qualicum Beach Airport,\N
Fort St. James - Perison Airport,CYJM
Boundary Bay Airport,CZBB
Langley Regional Airport,CYNJ
Bella Bella Airport,CYJQ
Sechelt Aerodrome,\N
Wekweeti Airport,CFJ2
Campo Cuatro Milpas Airport,MM52
Isla de Cedros Airport,MMCD
Cabo San Lucas International Airport,MMSL
Bahia Tortugas Airfield,\N
Palo Verde Airport,\N
Ziyaraifushi,\N
Brussels Gare du Midi,\N
Caye Chapel Airport,\N
Big Creek Airport,\N
Dangriga Airport,\N
Placencia Airport,\N
Sartaneja Airport,\N
Huehuetenango Airport,\N
Corn Island Airport,MNCI
Bonanza Airport,MNBZ
Rosita Airport,MNRT
Siuna Airport,MNSI
Waspam Airport,MNWP
San Carols Airport,MNSC
Carrillo Airport,MRCR
Fussen,FUSS
John A. Osborne Airport,\N
Monte Plata Batley Juan Sanchez Field,MDJS
Constanza Airport,MDCZ
Negril Aerodrome,MKNG
Bochum Railway,\N
Fliegerhost ,\N
Munich Railway,\N
Nuernberg Railway,\N
Jose Aponte de la Torre Airport,TJRV
Aeropuerto Internacional Valle del Conlara,\N
Charlotte Amalie Harbor,VI22
Christiansted Harbor Seaplane Base,\N
Alto Rio Senguer Airport,SAVR
Jose de San Martin Airport,SAWS
Uyuni Airport,SLUY
Augsburg Railway,\N
Mannheim Railway,\N
Essen Railway,\N
Rurrenabaque Airport,SLRQ
Lancaster Amtrak Station,\N
Ardmore Amtrak Station,\N
Abaiang Atoll Airport,NGAB
Metropark Amtrak Station,\N
St. Louis Downtown Airport,\N
Afobaka Airstrip,SMAF
Alalapadu Airstrip,SMDU
Albina Airstrip,SMBN
Lawa Anapaike Airstrip,SMLA
Apetina Airstrip,SMPT
Botopassi Airstrip,\N
Djoemoe Airstrip,\N
Drietabbetje Airstrip,SMDA
Kabalebo Airstrip,SMKA
Kayser Airstrip,SMKE
Kwamelasemoetoe Airstrip,SMSM
Moengo Airstrip,SMMO
Majoor Henry Fernandes Airport,SMNI
Vincent Fayks Airport,SMPA
Sarakreek Airstrip,SMSK
Sipaliwini Airstrip,SMSI
Stoelmans Eiland Airstrip,SMST
Totness Airstrip,SMCO
Wageningen Airstrip,SMWA
Kaieteur International Airport,PSKA
Codela Airport,MRCA
Newport News Amtrak Station,\N
Portland Union Station,\N
Orinduik Airport,SYOR
Annai Airport,SYAN
Apoteri Airport,SYAP
Imbaimadai Airport,SYIB
Kamarang Airport,SYKM
Mabaruma Airport,SYMB
Mahdia Airport,SYMD
Dr. Augusto Roberto Fuster International Airport,SGPJ
Alcides Fernandez Airport,SKAD
Los Colonizadores Airport,SKSA
La Chorrera Airport,\N
Batagay Airport,UEBB
La Macarena,\N
Villa Garzon Airport,SKVG
El Bagre Airport,SKEB
Juan H. White,SKCU
Mandinga Airport,SKCD
Golfo de Morrosquillo Airport,SKTL
Cabo Frio International Airport,SBCB
Westport Amtrak Station,\N
Trenton Amtrak Station,\N
Sinop Airport,SWSI
Gurupi Airport,SWGI
Campo Alegre Airport,SNKE
Breves Airport,SNVS
Soure Airport,SNSW
Julio Belem Airport,SWPI
Barreiras Airport,SNBR
Confresa Airport,SWST
Minacu Airport,SBMC
Araguaina Airport,SWGN
Novo Aripuana Airport,SWNA
Bom Futuro Airport,SWFE
Franca Airport,SIMK
Dourados Airport,SSDO
Labrea Airport,SWLB
Rondonopolis Airport,SWRD
Tancredo Thomaz de Faria Airport,SBGU
Joacaba Airport,SSJA
North Philadelphia Amtrak Station,\N
Aberdeen Railway Station,\N
Glasgow Railway Station,\N
Edinburgh Waverly Station,\N
Newcastle Railway Station,\N
Leeds Railway Station,\N
Manchester Picadilly Station,\N
Liverpool Railway Station,\N
London Euston Railway Station,\N
General leite de Castro Airport,SWLC
Araxa Airport,SBAX
Maues Airport,SWMW
Borba Airport,SWBR
Coari Airport,SWKO
Barcelos Airport,SWBC
Herbert Glacier,\N
Seattle Cruise Terminal,\N
Juneau Cruise Pier,\N
Skagway Cruise Pier,\N
Ketchikan Cruise Pier,\N
Victoria Cruise Pier,\N
Diamantino Airport,SWDM
Guanambi Airport,SNGI
Tsletsi Airport,DAFI
Nzagi Airport,FNZG
Catoca Airport,\N
Lucapa Airport,FNLK
Kapanda Airport,FNCP
Am Timan Airport,FTTN
Sharq Al-Owainat Airport,HEOW
Eastern WV Regional Airport,KMRB
Awasa Airport,HALA
Jijiga Airport,HAJJ
Mekane Salam Airport,HAMA
Debre Marqos,HADM
Debre Tabor Airport,HADT
Harar Meda Airport,HAHM
Robe Airport,HAGB
Mayumba Airport,FOOY
Mara Serena Airport,\N
Lewa Airport,\N
Mulika Lodge Airport,HKMK
Rumbek Airport,HSMK
Yei Airport,HSYE
Cape Palmas Airport,GLCP
Ambatomainty Airport,\N
Kyoto,\N
Ecuvillens Airport,LSGE
Andermatt,\N
Wohlen Airfield,\N
Bazaruto Island Airport,\N
Benguera Island Airport,\N
Inhaca Airport,FQIA
Indigo Bay Lodge Airport,\N
Gombe Lawanti International Airport,\N
Akwa Ibom International Airport,\N
Katsina Airport,\N
Ouro Sogui Airport,GOSM
Bird Island Airport,FSSB
K50 Airport,\N
El Daein,\N
Wadi Halfa Airport,HSSW
Enfidha - Zine El Abidine Ben Ali International Airport,DTNZ
Kidepo Airport,HUKD
Kitgum Airport,HUKT
Pakuba Airport,HUPA
Svea Airport,ENSA
Ny-Alesund Airport,ENAS
Hatay Airport,LTDA
Kihnu Airfield,EEKU
Ruhnu Airfield,EERU
Raivavae Airport,NTAV
Foshan,\N
Huizhou,\N
Lleida Alguaire Airport,LEDA
Aeropuerto Capitan Fuentes Martinez,\N
Ouessant Airport,LFEC
Central Station,\N
Union Station,\N
Bildudalur Airport,BIBD
Gjogur Airport,BIGJ
Sauoarkrokur Airport,BIKR
Selfoss Airport,BISF
Inishmaan Aerodrome,EIMN
Taldykorgan Airport,UAAT
Olgii Airport,ZMUL
Lille,\N
Qurghonteppa International Airport,UTDT
Vologda Airport,ULWW
Severo-Evensk Airport,UHMW
Olenyok Airport,UERO
Saskylakh Airport,UERS
Lensk Airport,\N
Burevestnik Airport,\N
Okha Airport,\N
Leshukonskoye Airport,ULAL
Nizhneangarsk Airport,UIUN
Taksimo Airport,\N
Vanavara Airport,UNIW
Aykhal Airport,UERA
Uktus Airport,USSK
Baykit Airport,UNIB
Biysk Airport,UNBI
Huesca-Pirineos Airport,LEHC
Ciudad Real Central Airport,LERL
Al Najaf International Airport,ORNI
Hilversum Railway Station,\N
Colonsay Airport,EGEY
Coll Airport,\N
Rock Hill York Co Bryant Airport,KUZA
Allegheny County Airport,KAGC
Cecil Field,KVQQ
Fulton County Airport Brown Field,KFTY
Tresco Heliport,EGHT
Tarin Kowt Airport,OATN
Zaranj Airport,OAZJ
Chaghcharan Airport,OACC
Four Corners,\N
Fuyang Airport,ZSFY
Longyan Airport,\N
Baoshan Airport,ZPBS
Xingyi Airport,\N
Macau Ferry Pier,\N
Liping Airport,\N
Ocean Isle Beach Airport,\N
Stepanakert,UB13
Ohio State University Airport,KOSU
Rygge,ENRZ
Addison,KADS
Destin,KDTS
Fort Jefferson,\N
Chernobayevka Airport,UKOH
Ryans Creek Aerodrome,NZRC
Assumption Island,FSAS
Zhijiang Airport,\N
Aldabra,\N
Yarmouth Airport,CYQI
Kinston Regional Jetport,KISO
First Flight Airport,KFFA
Pebble Island Airstrip,\N
Sea Lion Island Landing Strip,\N
Lively Settlement Airstrip,\N
Lincang Airport,ZPLC
Wenshan Airport,\N
Ponta Pelada Airport,\N
Sao Gabriel da Cachoeira Airport,\N
Maturaca,SWMK
Carajas Airport,SBCJ
Centro de Lancamento de Alcantara,SNCW
Cachimbo,\N
Latur Airport,\N
Matak Airport,WIOM
Mainz Finthen,\N
Wuerzburg,EDFW
Mainz,\N
Berlin Gatow,\N
Rheine Bentlage,\N
Sao Jacinto,LPAV
Tana Toraja Airport,\N
Hopsten Air Base,ETNP
Jose Aponte De La Torre Airport,TJNR
Persian Gulf Airport,OIBP
Yasuj Airport,OISY
Mosul International Airport,ORBM
Tajima Airport,RJBT
Amakusa Airfield,RJDA
Kikai Airport,RJKI
Aguni Airport,RORA
Chongjin Airport,\N
Haeju Airport,\N
Layang Layang Airport,\N
Donoi Airport,ZMDN
Bulgan Airport,ZMBN
Ulaangom Airport,ZMUG
Borongan Airport,RPVW
Lubang Community Airport,RPLU
Bentota Airport,\N
Dickwella Airport,\N
Kulob Airport,UTDK
Cimei Airport,RCCM
Dasoguz Airport,UTAT
Barrow Island Airport,YBWX
Morawa Airport,\N
Exmouth Airport,\N
Derby Airport,YDBY
Walgett Airport,YWLG
Bathurst Island Airport,YBTI
Dunk Island Airport,YDKI
Lizard Island Airport,YLZI
Hamilton Airport,YHML
Halls Creek Airport,YHLC
Fitzroy Crossing Airport,YFTZ
Ravensthorpe Airport,YNRV
Wilkins Runway,YWKS
Provo Municipal Airport,KPVU
Steamboat Springs Airport-Bob Adams Field,KSBS
Delta Municipal Airport,KDTA
Richfield Minicipal Airport,KRIF
Carbon County Regional-Buck Davis Field,KPUC
Los Alamos Airport,KLAM
Borrego Valley Airport,KBXS
Lake Havasu City Airport,KHII
Winslow-Lindbergh Regional Airport,KINW
Douglas Municipal Airport,KDGL
Marakei Airport,NGMK
Abemama Atoll Airport,NGTB
Aranuka Airport,NGUK
Kuria Airport,NGKT
Arorae Island Airport,NGTR
Tamana Airport,NGTM
Beru Island Airport,NGBR
Nikunau Airport,NGNU
Butaritari Atoll Airport,NGTU
Makin Airport,NGMN
Maiana Airport,NGMA
Nonouti Airport,NGTO
Tabiteuea South Airport,NGTS
Bosset Airport,\N
Ine Airport,\N
Tinak Airport,\N
Ebon Airport,\N
Elenak Airport,\N
Lae Airport,\N
Airok Airport,\N
Enejit Airport,\N
Whitianga Airport,NZWT
Takaka Aerodrome,NZTK
Peleliu Airfield,\N
Angaur Airstrip,\N
Asau Airport,\N
Afutara Airport,AGAF
Ulawa Airport,AGAR
Choiseul Bay Airport,AGGC
Santa Ana Airport,AGGT
Yandina Airport,AGGY
Batuna Airport,AGBT
Bartow Municipal Airport,KBOW
Sokerkino,UUBD
Yuryevets,\N
Ozerny,\N
Enkheluk,\N
Khakusy,\N
Fitiuta Airport,NSFQ
Ofu Airport,\N
Livermore Municipal,KLVK
MariposaYosemite,KMPI
Malaysia Subang International,KULX
Grootfontein,FYGF
Rundu,FYRU
Beppu Airport,\N
Heron Island,\N
Lady Elliot Island,\N
Orpheus Island,\N
Paddington Station,\N
Liskeard Station,\N
Port du Bloscon,\N
Tasiilaq,BGAM
Neets Bay,\N
Fraser Railroad Station,\N
Carcross,\N
Jacqueline Cochran Regional Airport,KTRM
Santa Monica Municipal Airport,KSMO
Bermuda Dunes Airport,KUDD
Scottsdale Airport,KSDL
Olympia Regional Airpor,KOLM
Yolo County Airport,KDWA
Garfield County Regional Airport,KRIL
Shively Field Airport,KSAA
Dekalb-Peachtree Airport,KPDK
Monroe County Airport,KBMG
Witham Field Airport,KSUA
Morristown Municipal Airport,KMMU
Napa County Airport,KAPC
